Age,Seniority,Orders,Items,AverageDiscount,TopCategory,BrowsingTime,EmailsOpened,SupportInteractions,TotalCart
27,0,3,6,0.11,"Health, Household & Baby Care",69.97246903276815,1,0,26.67
16,1,2,6,0.24,Beauty & Personal Care,30.403311530721954,1,0,10.09
26,4,2,8,0.78,"Clothing,Shoes & Jewelry",90.0789513626924,0,0,23.56
32,2,1,9,0.13,Toys & Games,98.83659583358033,1,0,27.78
23,1,4,3,0.82,Beauty & Personal Care,2.253295363716204,1,1,17.04
28,3,2,7,0.65,"Clothing,Shoes & Jewelry",138.40724144538603,3,0,33.98
24,1,1,3,0.29,"Clothing,Shoes & Jewelry",50.33958912206858,1,2,14.82
27,0,4,7,0.27,Home & Kitchen,16.90854155257756,3,1,22.77
34,1,3,2,0.06,"Clothing,Shoes & Jewelry",48.408193859213696,2,3,28.68
32,0,3,6,0.08,Home & Kitchen,4.885734818502709,0,0,20.26
17,2,0,8,0.74,Beauty & Personal Care,16.225031651748218,4,0,0.0
21,1,1,4,0.72,Toys & Games,18.002313545100773,2,1,8.05
20,2,0,3,0.09,"Health, Household & Baby Care",46.36557303795197,0,1,0.0
27,0,5,9,0.25,Home & Kitchen,185.00995347415787,1,1,50.12
25,0,2,4,0.0,Home & Kitchen,28.920801993372567,1,2,16.36
23,2,3,4,0.23,Home & Kitchen,413.05123579411264,0,0,74.06
32,2,1,2,0.64,"Health, Household & Baby Care",30.397503489611854,1,1,17.81
26,1,2,9,0.85,Beauty & Personal Care,466.253202482071,1,1,82.98
24,0,4,4,0.79,Electronics,20.775412124623823,2,1,19.92
36,0,1,6,0.35,Home & Kitchen,430.1596333138121,0,1,81.12
24,1,1,6,0.77,Toys & Games,28.62784541704562,1,2,11.61
16,1,1,5,0.49,Electronics,77.4702056949153,1,0,12.63
22,0,4,4,0.31,"Health, Household & Baby Care",16.95964413412344,0,1,17.57
35,4,1,2,0.71,Pet Supplies,48.944132861764885,0,0,21.68
18,0,0,1,0.82,Toys & Games,57.65334800734272,0,1,0.0
15,0,4,10,0.31,"Health, Household & Baby Care",79.28513483413172,2,0,22.51
27,2,0,7,0.04,Toys & Games,162.85287701283212,1,1,0.0
23,1,1,5,0.77,"Clothing,Shoes & Jewelry",159.03077574295241,2,0,30.41
24,1,3,8,0.68,"Clothing,Shoes & Jewelry",66.42083771077333,1,1,23.04
17,1,2,6,0.2,Toys & Games,152.54920378060666,1,1,27.97
23,1,2,6,0.77,Beauty & Personal Care,351.8650409144815,1,0,63.4
30,0,2,6,0.82,"Clothing,Shoes & Jewelry",10.656832889707427,1,0,16.25
18,3,1,6,0.14,"Clothing,Shoes & Jewelry",69.88145659526839,1,3,12.89
26,1,0,5,0.65,Beauty & Personal Care,238.91754159110417,0,2,0.0
14,0,2,7,0.5,Toys & Games,6.130970315206231,0,0,3.38
21,0,3,5,0.17,Beauty & Personal Care,202.88156569473543,1,1,43.16
32,2,1,2,0.65,Home & Kitchen,80.63640335629816,0,1,24.94
24,2,4,10,0.28,Beauty & Personal Care,66.34160537061709,0,2,27.07
24,2,2,4,0.49,Toys & Games,51.929974680406026,0,4,17.71
25,1,2,6,0.81,"Health, Household & Baby Care",14.161985745364806,1,0,13.28
21,0,2,6,0.45,"Health, Household & Baby Care",9.443654780754546,0,1,9.68
24,0,3,9,0.77,"Health, Household & Baby Care",175.53119282409673,3,0,41.0
35,0,3,8,0.7,Beauty & Personal Care,66.55035379047202,3,0,33.85
24,2,1,3,0.68,Toys & Games,23.011176119556875,0,2,10.0
19,1,2,3,0.59,Home & Kitchen,19.552483263770316,0,0,9.21
25,2,2,7,0.69,Beauty & Personal Care,23.21830705821708,0,0,14.89
24,0,3,5,0.66,Toys & Games,50.85693720376457,1,3,21.41
26,0,0,8,0.15,"Clothing,Shoes & Jewelry",89.2910351116675,1,2,0.0
37,0,1,5,0.05,"Health, Household & Baby Care",148.05460762205485,0,2,39.73
25,2,4,6,0.73,Home & Kitchen,57.0288506560482,2,2,26.23
17,0,1,9,0.6,Sports & outdoors,74.11295073463845,0,2,13.47
25,1,1,6,0.34,"Clothing,Shoes & Jewelry",52.78057835505203,0,1,15.36
15,0,7,6,0.8,"Clothing,Shoes & Jewelry",182.5325668705931,1,0,45.79
28,0,1,5,0.55,Toys & Games,155.5668286423031,0,1,33.4
28,3,2,4,0.6,Beauty & Personal Care,63.21281899273615,1,3,23.72
25,0,4,4,0.25,Toys & Games,59.36977577838275,1,1,26.25
18,1,3,4,0.71,Beauty & Personal Care,46.6670499010683,2,0,17.3
25,0,3,5,0.63,"Clothing,Shoes & Jewelry",188.02431474927084,0,0,41.7
29,0,1,4,0.57,Beauty & Personal Care,222.71346494113538,0,1,45.55
21,0,0,3,0.16,"Clothing,Shoes & Jewelry",249.71089143961245,1,1,0.0
28,0,1,6,0.65,Electronics,26.723170946496793,1,1,14.44
24,0,3,7,0.19,Toys & Games,17.09643872952605,1,2,16.37
23,1,1,6,0.07,Sports & outdoors,100.9158767782514,2,0,22.41
29,0,3,3,0.16,Beauty & Personal Care,5.668117878160853,0,0,18.95
18,0,3,3,0.65,Home & Kitchen,4.62152584685724,1,1,10.1
29,1,4,10,0.61,"Health, Household & Baby Care",28.56593987094566,3,0,25.46
30,2,4,3,0.19,Beauty & Personal Care,98.5676163567569,1,1,36.63
35,1,3,12,0.34,Beauty & Personal Care,222.1916180371841,2,1,56.76
29,2,2,8,0.34,Home & Kitchen,19.15399561090128,3,3,18.3
27,2,0,5,0.2,"Clothing,Shoes & Jewelry",29.543138064253508,1,4,0.0
22,1,5,3,0.52,"Clothing,Shoes & Jewelry",87.82240597971804,2,1,31.17
24,0,2,2,0.23,Home & Kitchen,104.84757282531267,0,0,26.15
16,0,2,5,0.64,"Clothing,Shoes & Jewelry",89.96990677267166,0,0,17.24
30,2,2,1,0.09,Home & Kitchen,34.88188215482642,1,1,20.18
19,3,0,8,0.6,Beauty & Personal Care,5.354134187916965,2,0,0.0
23,0,0,5,0.2,"Clothing,Shoes & Jewelry",248.33627588749823,2,0,0.0
23,1,0,4,0.43,Beauty & Personal Care,118.1198605976808,0,1,0.0
25,0,2,2,0.47,"Clothing,Shoes & Jewelry",92.8027851397315,3,0,25.77
24,1,2,3,0.57,"Clothing,Shoes & Jewelry",73.54445066980865,1,1,21.06
29,2,1,7,0.79,"Health, Household & Baby Care",24.36482277464057,0,0,14.09
25,2,4,4,0.33,"Clothing,Shoes & Jewelry",25.443856318712943,2,4,21.29
34,0,2,3,0.11,"Clothing,Shoes & Jewelry",31.705877696031408,1,2,22.88
27,0,1,10,0.55,Beauty & Personal Care,75.93079761188876,2,1,23.03
19,1,6,4,0.1,"Clothing,Shoes & Jewelry",187.1402056818847,2,0,46.81
26,1,1,3,0.55,Home & Kitchen,465.96763021217805,2,2,79.63
24,2,3,6,0.18,Electronics,242.52846042713097,0,0,48.75
26,2,2,2,0.65,"Health, Household & Baby Care",334.96377097006894,2,3,62.74
27,1,4,6,0.14,"Clothing,Shoes & Jewelry",160.65566105089727,0,0,41.95
20,1,1,5,0.09,Toys & Games,110.58701134970437,0,3,20.79
19,2,1,6,0.65,Beauty & Personal Care,32.271625914890535,1,1,9.34
25,0,1,7,0.36,Toys & Games,108.71900570556811,2,2,25.26
19,1,3,5,0.56,"Clothing,Shoes & Jewelry",221.5862676258555,0,3,42.4
16,2,4,5,0.11,"Health, Household & Baby Care",79.8145644397048,0,0,21.83
19,1,4,8,0.16,Beauty & Personal Care,76.83545827823755,0,2,25.2
22,1,1,5,0.25,Home & Kitchen,26.134655035288496,0,0,9.58
30,0,2,7,0.42,"Clothing,Shoes & Jewelry",71.10618830156487,2,3,26.35
27,0,3,5,0.26,"Clothing,Shoes & Jewelry",401.80711281894406,0,2,75.68
28,0,3,5,0.76,"Health, Household & Baby Care",93.50562032288195,1,2,31.04
35,1,0,2,0.29,"Clothing,Shoes & Jewelry",96.4695930054186,3,1,0.0
20,3,0,4,0.41,Beauty & Personal Care,283.62911116094824,1,0,0.0
16,2,5,1,0.73,"Health, Household & Baby Care",28.0034934977279,0,1,16.96
23,1,4,6,0.6,Pet Supplies,6.731661596875379,2,2,17.54
32,1,1,2,0.04,"Health, Household & Baby Care",69.8997327749938,2,1,24.67
18,0,3,5,0.39,"Clothing,Shoes & Jewelry",218.3595752783407,0,1,41.22
30,1,3,4,0.73,"Health, Household & Baby Care",33.59176360992451,0,3,22.94
31,1,3,5,0.31,Toys & Games,70.84451739718568,1,0,29.02
26,0,2,5,0.0,"Health, Household & Baby Care",108.99184721528522,0,0,28.34
20,1,1,4,0.2,"Clothing,Shoes & Jewelry",124.48425384408955,1,1,22.83
27,0,1,4,0.52,"Clothing,Shoes & Jewelry",15.773777801218781,0,2,11.68
23,0,6,1,0.79,Home & Kitchen,58.953753327828636,0,1,30.48
30,0,2,11,0.03,Toys & Games,409.1271621641941,0,0,76.03
27,2,1,6,0.22,Electronics,450.4589151161386,2,1,77.23
22,1,0,4,0.78,Toys & Games,235.9220787898993,1,1,0.0
27,2,2,2,0.23,Beauty & Personal Care,27.915233567938643,0,2,17.46
28,0,2,8,0.4,Toys & Games,6.493101978025376,2,2,15.18
15,1,4,6,0.8,Toys & Games,354.46924093827414,1,2,62.73
25,1,0,4,0.61,Beauty & Personal Care,209.3369722473607,2,3,0.0
26,1,2,3,0.29,Toys & Games,153.45598015292504,0,0,34.18
24,0,0,7,0.33,"Clothing,Shoes & Jewelry",116.87601434658269,2,2,0.0
30,0,2,7,0.1,Home & Kitchen,17.191054418709438,3,0,18.96
29,1,3,4,0.65,Home & Kitchen,156.50496669152867,0,4,40.85
23,1,1,7,0.25,Beauty & Personal Care,206.94462344621465,0,0,38.38
24,1,2,4,0.21,"Clothing,Shoes & Jewelry",42.08929960772261,1,1,16.47
23,0,2,2,0.77,"Clothing,Shoes & Jewelry",97.24944118878372,1,0,23.94
30,1,1,2,0.42,Toys & Games,80.1779134448107,1,2,23.89
24,0,0,2,0.69,Toys & Games,205.9633546006409,2,2,0.0
29,1,2,5,0.54,Beauty & Personal Care,231.2731515673048,1,3,50.31
25,1,3,3,0.83,"Health, Household & Baby Care",24.23752060415581,1,2,18.04
18,0,1,7,0.11,Beauty & Personal Care,69.6256014554388,0,0,14.37
22,1,6,5,0.24,Electronics,685.6589192851893,3,0,124.33
19,0,5,4,0.1,"Health, Household & Baby Care",45.10764888579973,1,1,23.06
27,1,1,2,0.15,"Clothing,Shoes & Jewelry",34.012627254994584,1,0,14.34
23,2,2,7,0.66,"Clothing,Shoes & Jewelry",5.991060207554614,1,1,9.91
25,0,7,6,0.57,"Clothing,Shoes & Jewelry",26.503688881793668,1,0,29.95
17,0,1,10,0.45,"Health, Household & Baby Care",46.00673577788626,1,2,9.83
30,2,0,4,0.5,Home & Kitchen,87.25959937291353,1,1,0.0
27,2,2,5,0.35,"Clothing,Shoes & Jewelry",114.88380653810317,0,0,28.71
30,1,2,8,0.47,"Health, Household & Baby Care",135.5600327064083,1,0,35.38
26,0,2,3,0.22,Toys & Games,150.04401185637332,1,0,34.44
30,0,3,12,0.34,Toys & Games,6.147293452939201,0,2,18.81
17,2,4,6,0.29,"Health, Household & Baby Care",31.309700718741286,0,2,15.56
26,0,2,4,0.42,"Clothing,Shoes & Jewelry",232.18563043513203,1,0,46.57
25,0,3,3,0.5,Electronics,759.6997527307134,0,0,127.53
22,0,0,8,0.7,Electronics,185.85354533043798,2,1,0.0
25,1,4,6,0.43,Beauty & Personal Care,35.610476407108614,2,1,24.16
22,0,1,7,0.6,"Clothing,Shoes & Jewelry",31.00896693143732,3,0,11.28
22,0,3,4,0.32,Home & Kitchen,24.32885732081295,1,1,16.17
27,1,2,3,0.61,"Health, Household & Baby Care",19.50303826248645,5,1,17.55
26,0,1,7,0.18,Beauty & Personal Care,1.096685101890164,2,1,11.12
24,1,2,3,0.06,Home & Kitchen,111.78065139313514,2,3,28.3
32,0,3,8,0.21,"Clothing,Shoes & Jewelry",247.65434310226024,1,2,56.81
18,3,2,3,0.77,Beauty & Personal Care,169.0422111818121,1,0,31.58
29,3,2,7,0.02,Sports & outdoors,227.17749185991647,1,1,47.98
28,1,7,1,0.04,"Clothing,Shoes & Jewelry",150.0757332727287,0,0,50.07
24,1,1,4,0.34,"Health, Household & Baby Care",1.517640528341403,0,0,7.3
24,2,2,3,0.39,"Clothing,Shoes & Jewelry",16.226328266046572,1,0,12.07
29,0,4,7,0.04,Electronics,67.34243266434883,1,0,30.33
24,0,0,5,0.81,"Health, Household & Baby Care",12.860651703211154,0,1,0.0
22,0,1,2,0.79,Toys & Games,110.39835108400491,1,3,22.76
30,3,5,9,0.04,"Clothing,Shoes & Jewelry",99.21892789591995,1,2,38.21
24,1,2,3,0.55,Toys & Games,32.61197834845055,1,2,15.23
21,1,3,6,0.71,"Health, Household & Baby Care",73.56846771267234,0,3,22.22
18,1,4,2,0.77,Toys & Games,300.30978771647875,2,0,56.95
27,1,2,3,0.74,Home & Kitchen,113.27401292213632,0,0,29.22
31,0,4,2,0.63,Beauty & Personal Care,6.76008695635712,1,0,23.91
29,1,3,5,0.14,Toys & Games,40.664932931907344,3,1,24.09
26,0,2,7,0.8,"Health, Household & Baby Care",74.63880041178076,1,1,23.57
18,0,5,6,0.59,Electronics,150.86542182627176,0,3,37.43
29,0,2,5,0.65,Toys & Games,54.3810404332123,1,0,22.24
26,1,3,4,0.25,"Health, Household & Baby Care",1.8992473949230781,0,3,15.33
24,0,2,7,0.4,Toys & Games,67.11404812599028,0,1,20.21
21,0,2,3,0.5,Beauty & Personal Care,145.09730058066236,2,0,31.67
30,4,2,4,0.48,"Clothing,Shoes & Jewelry",4.648523811429343,0,1,13.92
16,4,3,4,0.85,Home & Kitchen,214.92976623981102,0,0,38.3
28,1,2,4,0.1,Toys & Games,295.7150548881274,2,0,57.99
27,2,1,6,0.26,Beauty & Personal Care,276.02517329655245,2,3,52.77
25,0,1,5,0.81,Beauty & Personal Care,156.35556182861617,2,0,33.29
26,1,2,3,0.04,Toys & Games,21.45627073089255,3,1,15.96
26,2,4,1,0.69,Beauty & Personal Care,85.8932991409746,1,3,31.85
32,0,2,3,0.81,"Health, Household & Baby Care",5.160103781190838,0,2,17.29
26,1,7,4,0.18,Toys & Games,25.61415132179972,1,0,30.51
18,1,2,5,0.47,"Clothing,Shoes & Jewelry",436.6825088870424,1,2,71.24
14,2,1,8,0.72,Home & Kitchen,17.6545763553212,1,0,2.36
32,1,2,4,0.34,"Health, Household & Baby Care",18.43023179929919,1,0,19.28
30,0,6,6,0.13,"Health, Household & Baby Care",188.8998876968084,0,0,55.3
20,2,2,4,0.3,Beauty & Personal Care,164.74778758446382,1,3,33.34
29,1,1,7,0.18,Beauty & Personal Care,23.61918111900503,2,1,16.45
16,0,1,4,0.29,"Clothing,Shoes & Jewelry",239.19173422530784,0,1,36.86
34,3,2,4,0.8,"Health, Household & Baby Care",194.12975434923996,0,0,45.95
32,0,1,4,0.02,"Clothing,Shoes & Jewelry",26.534679851360234,2,0,17.79
32,0,5,6,0.07,Beauty & Personal Care,67.91392743454388,3,2,38.26
16,0,7,3,0.29,Sports & outdoors,251.82282126324702,1,4,58.13
24,0,2,4,0.49,"Health, Household & Baby Care",81.54142069182029,0,0,22.56
19,1,1,7,0.61,Toys & Games,409.52137487254225,1,0,64.76
29,2,2,9,0.4,Home & Kitchen,14.547599918203165,3,0,17.15
25,2,1,5,0.83,"Health, Household & Baby Care",37.72044474761683,2,1,14.1
36,0,3,2,0.08,"Clothing,Shoes & Jewelry",2.9475227913740034,1,0,22.76
30,1,3,3,0.24,"Clothing,Shoes & Jewelry",39.117025855588764,2,0,23.8
25,1,2,3,0.53,"Clothing,Shoes & Jewelry",37.44116472107538,2,0,16.71
22,1,3,7,0.82,"Health, Household & Baby Care",79.19574255138821,1,0,23.8
24,2,2,5,0.28,"Clothing,Shoes & Jewelry",166.5638478969941,1,2,34.98
20,0,3,3,0.07,Beauty & Personal Care,41.737172184644436,1,0,18.09
30,0,1,4,0.46,"Clothing,Shoes & Jewelry",38.932212317237926,1,1,17.72
23,1,2,5,0.17,Toys & Games,154.96834284917645,1,2,32.98
28,1,6,7,0.13,"Health, Household & Baby Care",0.3083869633945189,1,1,25.82
29,0,3,8,0.7,"Clothing,Shoes & Jewelry",46.87290463836424,2,0,24.45
18,2,2,4,0.54,Beauty & Personal Care,51.08815347887521,1,0,14.27
28,1,4,5,0.64,"Clothing,Shoes & Jewelry",161.08202062282308,0,1,42.75
24,1,2,8,0.11,Beauty & Personal Care,120.85074878939838,0,0,29.27
24,1,3,4,0.01,Electronics,112.88494708157057,3,0,30.97
35,1,3,3,0.37,"Health, Household & Baby Care",57.59109733947774,0,0,29.94
