Age,Seniority,Orders,Items,AverageDiscount,TopCategory,BrowsingTime,EmailsOpened,SupportInteractions,TotalCart
21,0,1,6,0.18,"Clothing,Shoes & Jewelry",109.90830071577923,0,0,30.14
22,0,0,2,0.49,Beauty & Personal Care,12.23893403238371,0,0,0.0
26,0,0,8,0.3,"Clothing,Shoes & Jewelry",215.56195058621222,1,2,0.0
33,1,3,3,0.51,"Clothing,Shoes & Jewelry",101.94034726339225,0,0,43.5
23,0,3,3,0.13,Beauty & Personal Care,10.010973227868275,1,0,24.58
30,1,1,4,0.69,"Health, Household & Baby Care",64.76307969997791,1,0,30.64
28,1,2,8,0.26,Beauty & Personal Care,76.16706926812404,0,4,35.13
15,1,5,8,0.6,Beauty & Personal Care,24.739070270643616,1,1,26.57
14,2,1,8,0.41,"Clothing,Shoes & Jewelry",34.97963372086389,1,1,13.61
20,1,1,7,0.23,"Clothing,Shoes & Jewelry",93.16911081792442,0,1,26.73
19,1,5,6,0.26,"Clothing,Shoes & Jewelry",43.5751377968277,3,1,31.87
23,0,8,14,0.44,Toys & Games,21.018026780638518,1,2,40.25
21,0,2,2,0.59,"Health, Household & Baby Care",6.75414591854503,0,2,18.34
29,0,3,10,0.47,Beauty & Personal Care,287.0097066201615,1,0,70.63
32,1,3,6,0.36,Toys & Games,149.0721587799907,1,0,50.51
19,0,1,7,0.6,Home & Kitchen,273.7414887957525,0,1,53.85
21,0,2,5,0.72,"Clothing,Shoes & Jewelry",146.58328802894056,0,3,38.91
24,1,4,2,0.09,Home & Kitchen,304.2898954042338,2,0,71.71
19,1,4,7,0.64,Home & Kitchen,135.472402833523,2,0,42.55
26,2,3,4,0.32,Sports & outdoors,76.54611788973895,1,0,35.16
27,1,3,7,0.26,"Health, Household & Baby Care",39.864520096000156,2,0,31.28
24,0,0,5,0.13,Home & Kitchen,9.438116157667222,1,1,0.0
25,0,0,6,0.38,Toys & Games,53.0760154665913,1,0,0.0
20,1,1,5,0.39,Toys & Games,63.452170503996285,0,2,22.49
22,1,2,7,0.49,"Health, Household & Baby Care",25.156642936119056,1,1,21.95
22,0,2,10,0.41,Beauty & Personal Care,155.84238673787735,0,2,42.57
24,0,0,5,0.56,Beauty & Personal Care,58.575534886603045,2,0,0.0
26,1,2,4,0.62,"Health, Household & Baby Care",362.4362474324975,1,0,75.31
15,0,3,7,0.04,Beauty & Personal Care,117.07984596911723,0,1,34.42
31,1,6,5,0.6,Beauty & Personal Care,299.0507840286318,1,0,82.52
21,1,2,3,0.6,"Clothing,Shoes & Jewelry",52.37593632908315,2,1,25.09
25,1,2,5,0.44,"Clothing,Shoes & Jewelry",49.500924615133805,0,1,26.84
21,2,2,9,0.1,"Clothing,Shoes & Jewelry",106.17276085467063,0,1,32.2
18,0,1,7,0.47,"Clothing,Shoes & Jewelry",3.82605901599629,0,0,11.91
26,1,5,8,0.23,Beauty & Personal Care,86.49333319574922,1,2,44.34
25,0,5,5,0.59,Beauty & Personal Care,58.45277603811157,0,0,38.78
26,2,4,10,0.73,"Clothing,Shoes & Jewelry",195.3174593678526,0,1,55.15
29,0,6,8,0.32,Electronics,38.02862312362851,2,0,41.32
25,0,4,6,0.51,Beauty & Personal Care,16.312565535113414,2,2,30.7
24,1,2,4,0.25,Beauty & Personal Care,75.30041448378033,1,0,31.8
23,0,2,5,0.17,Beauty & Personal Care,196.3434288710175,0,2,49.39
20,0,4,5,0.36,"Clothing,Shoes & Jewelry",108.44138320265711,0,0,38.1
19,0,4,6,0.65,Beauty & Personal Care,134.67641795514004,0,0,42.71
27,0,4,4,0.7,Beauty & Personal Care,60.877290665487514,1,4,38.65
25,0,4,7,0.29,"Clothing,Shoes & Jewelry",67.77998939205516,1,1,36.4
35,1,2,5,0.24,Beauty & Personal Care,135.20356332251032,0,1,48.75
24,1,2,7,0.71,Home & Kitchen,56.53100320985747,2,0,28.44
21,0,3,7,0.59,Home & Kitchen,100.5405632934935,1,2,35.98
24,1,2,7,0.65,"Clothing,Shoes & Jewelry",145.01208077359436,2,0,41.13
26,1,1,3,0.11,Beauty & Personal Care,28.479477112672686,0,0,22.85
22,0,2,7,0.03,Home & Kitchen,11.571228341576303,0,1,19.95
23,1,1,6,0.43,Beauty & Personal Care,376.44182611615526,0,1,72.89
20,0,3,6,0.7,"Health, Household & Baby Care",10.237763990721547,2,1,21.89
23,1,1,5,0.03,Toys & Games,234.60399941541476,1,1,50.82
23,1,3,5,0.58,Beauty & Personal Care,73.44290429816557,1,0,33.69
23,0,5,4,0.75,"Clothing,Shoes & Jewelry",37.925188430966166,1,3,33.54
17,0,2,5,0.7,Sports & outdoors,301.9447609196062,0,0,59.27
20,1,3,8,0.39,Electronics,38.87513565870093,0,2,24.78
18,1,3,6,0.55,"Clothing,Shoes & Jewelry",41.411652072042735,1,1,23.8
20,0,1,3,0.16,Electronics,28.254458245721736,0,0,17.18
20,1,2,5,0.12,Home & Kitchen,39.7763952583744,0,1,22.32
31,1,3,8,0.42,Beauty & Personal Care,133.08801517542952,2,1,49.32
25,1,0,7,0.46,Toys & Games,5.75871356931819,2,2,0.0
25,0,1,8,0.25,Beauty & Personal Care,174.46261787845174,2,1,45.38
21,1,4,5,0.21,Home & Kitchen,33.98893230035335,0,0,28.03
26,0,5,8,0.48,Beauty & Personal Care,41.82554996969236,4,2,39.22
17,1,5,9,0.38,Electronics,71.58139510572529,1,3,34.05
18,3,3,8,0.15,Home & Kitchen,69.97576555362058,1,2,28.39
16,0,4,7,0.54,Beauty & Personal Care,5.640080411344863,0,1,21.31
30,1,2,4,0.34,Home & Kitchen,176.75764043252,1,3,51.04
24,0,3,6,0.51,"Clothing,Shoes & Jewelry",5.268928435130025,0,1,22.74
17,0,3,4,0.67,"Health, Household & Baby Care",37.578401792889046,1,2,23.42
21,0,5,5,0.47,"Clothing,Shoes & Jewelry",150.60508762168328,1,3,49.04
22,2,2,3,0.02,Toys & Games,354.6347286494128,3,2,71.8
33,0,2,4,0.13,Pet Supplies,437.3287255453926,1,2,92.6
13,0,4,2,0.66,"Clothing,Shoes & Jewelry",5.1483511004619915,1,2,17.97
25,1,3,7,0.0,"Clothing,Shoes & Jewelry",256.1446464310274,1,0,61.29
24,0,1,8,0.03,"Clothing,Shoes & Jewelry",36.672553128197144,1,0,21.93
25,0,2,8,0.51,Home & Kitchen,80.11929928012293,0,4,32.8
15,0,3,9,0.06,"Clothing,Shoes & Jewelry",16.32197459710671,0,2,17.98
17,0,5,5,0.63,"Clothing,Shoes & Jewelry",43.10958180025195,2,0,29.87
25,2,3,4,0.57,Beauty & Personal Care,2.8289063007826503,0,3,24.28
20,0,1,2,0.17,"Clothing,Shoes & Jewelry",113.4483904682444,0,0,29.86
26,0,3,11,0.52,"Health, Household & Baby Care",108.66383160902053,1,0,40.68
29,0,1,10,0.28,Home & Kitchen,19.759488084826444,1,1,23.85
24,2,5,9,0.55,"Clothing,Shoes & Jewelry",22.247372771486482,0,2,30.87
31,0,2,5,0.15,Toys & Games,5.081741310588262,0,3,25.51
22,0,1,3,0.61,Toys & Games,15.379740592026451,1,2,17.44
12,0,5,6,0.31,Electronics,77.2555136613267,0,1,30.68
26,0,3,8,0.29,"Health, Household & Baby Care",36.30678384209885,1,1,30.0
32,0,5,8,0.61,Toys & Games,85.3597230867975,0,0,46.76
27,0,0,11,0.31,Beauty & Personal Care,63.95884634813811,2,2,0.0
26,1,1,4,0.55,Home & Kitchen,20.79211315840894,2,0,21.58
30,1,3,8,0.44,Toys & Games,120.44918480187461,2,3,45.62
26,1,4,6,0.09,"Clothing,Shoes & Jewelry",344.16815149564707,3,1,79.26
22,0,5,5,0.66,Beauty & Personal Care,115.48276219236553,1,3,45.97
14,0,1,4,0.36,"Health, Household & Baby Care",84.65909951401261,0,1,21.72
26,0,4,8,0.05,"Health, Household & Baby Care",99.06202290716027,2,3,43.24
22,0,6,3,0.7,"Clothing,Shoes & Jewelry",69.53526866515135,1,1,40.23
32,0,2,8,0.53,"Clothing,Shoes & Jewelry",71.7819052001962,1,1,36.2
11,3,2,12,0.51,Electronics,142.38049854704968,0,3,30.13
24,1,4,5,0.61,"Clothing,Shoes & Jewelry",174.39343480576645,1,2,51.37
23,0,3,9,0.2,Home & Kitchen,118.97988557352774,1,0,40.09
19,0,5,5,0.53,"Clothing,Shoes & Jewelry",31.365335815419304,0,1,28.89
25,1,3,10,0.35,"Health, Household & Baby Care",5.3043660251449465,0,0,23.71
25,0,3,12,0.08,Beauty & Personal Care,31.360846773679295,0,1,29.13
25,0,1,5,0.61,"Health, Household & Baby Care",32.278306567833255,0,0,21.91
32,0,1,11,0.2,"Health, Household & Baby Care",92.5188062732985,0,0,36.41
31,0,4,5,0.57,"Clothing,Shoes & Jewelry",49.66664847007194,0,1,37.62
29,0,4,6,0.15,Beauty & Personal Care,111.98504408931409,2,0,47.86
13,0,6,7,0.26,"Clothing,Shoes & Jewelry",381.8204069791078,0,0,79.92
15,0,4,5,0.5,Home & Kitchen,229.68986500592194,4,1,55.05
16,1,5,7,0.39,Home & Kitchen,123.33091016024993,0,0,40.66
30,1,0,6,0.2,Beauty & Personal Care,53.6310552699987,1,2,0.0
16,0,7,5,0.49,Home & Kitchen,196.51859111160698,1,3,58.77
26,0,2,8,0.68,Home & Kitchen,39.7216471818169,0,0,26.84
26,1,1,6,0.37,"Clothing,Shoes & Jewelry",18.664684231240063,2,1,20.9
26,0,2,4,0.0,"Health, Household & Baby Care",35.08024785697773,2,3,27.59
29,0,4,7,0.64,Toys & Games,40.062719284392905,0,2,34.99
25,0,0,2,0.59,Pet Supplies,426.3917092080517,0,3,0.0
22,0,3,4,0.38,Sports & outdoors,25.346098698531065,1,2,25.36
22,1,2,4,0.26,Beauty & Personal Care,154.9101334084709,1,2,42.54
23,0,1,11,0.21,Beauty & Personal Care,150.4598797597919,1,0,39.74
30,2,3,5,0.12,Home & Kitchen,118.9602848150291,2,1,45.3
29,0,2,7,0.52,Toys & Games,56.02394349024787,1,1,31.72
19,0,2,10,0.12,Toys & Games,252.85812248019403,1,1,53.91
28,0,3,8,0.3,Beauty & Personal Care,5.416739208297694,0,1,27.36
27,0,2,7,0.08,"Clothing,Shoes & Jewelry",169.01726507035238,1,0,47.0
28,0,0,15,0.37,Toys & Games,2.103945257549173,3,2,0.0
33,0,4,5,0.74,Toys & Games,28.767728007743354,1,2,36.69
22,0,2,6,0.65,Beauty & Personal Care,217.77580976789167,1,0,51.88
25,1,0,4,0.27,"Clothing,Shoes & Jewelry",343.0411749453582,0,3,0.0
36,0,2,5,0.03,Electronics,104.10873610317194,2,0,44.52
22,0,4,4,0.33,Home & Kitchen,471.29639080548634,1,1,95.22
26,0,0,1,0.74,Office Supplies,195.21234838950878,3,1,0.0
28,0,4,6,0.64,Beauty & Personal Care,40.560249187665576,2,0,36.25
22,0,3,7,0.12,Beauty & Personal Care,66.17739579107167,3,0,33.21
28,0,1,6,0.12,Beauty & Personal Care,31.011832926701587,0,1,25.22
23,0,6,6,0.44,"Clothing,Shoes & Jewelry",6.142706925062639,0,1,31.15
32,1,4,11,0.0,Home & Kitchen,14.672643728738679,1,1,34.13
21,0,2,4,0.49,Beauty & Personal Care,145.10564522615638,1,1,40.4
21,3,2,6,0.08,Beauty & Personal Care,17.518977305995737,1,2,20.66
10,0,4,7,0.1,"Clothing,Shoes & Jewelry",14.149472766973666,0,0,16.57
19,0,1,7,0.47,Beauty & Personal Care,362.4719197654627,0,0,67.95
14,1,4,2,0.4,"Health, Household & Baby Care",27.750103486207184,1,2,22.45
17,1,4,10,0.61,Toys & Games,26.11913833129511,0,2,23.65
22,0,3,6,0.58,Beauty & Personal Care,91.53259691516277,0,1,35.66
31,0,6,8,0.41,Beauty & Personal Care,99.41813862651709,1,1,53.13
24,1,7,4,0.71,Toys & Games,73.72371571590404,1,3,45.52
27,0,2,4,0.23,"Clothing,Shoes & Jewelry",155.83475693953704,2,1,45.53
22,2,2,4,0.71,"Health, Household & Baby Care",9.671062365885657,0,1,18.77
29,0,3,5,0.16,"Health, Household & Baby Care",67.74565204686559,2,0,37.26
27,0,5,7,0.45,"Health, Household & Baby Care",387.68746845293845,1,0,89.25
31,0,2,7,0.73,Electronics,410.66270356929306,0,0,85.68
23,1,2,7,0.61,"Clothing,Shoes & Jewelry",238.5343527752215,0,0,53.52
26,0,1,6,0.27,"Clothing,Shoes & Jewelry",126.44724481591257,0,0,36.34
24,3,3,5,0.72,Toys & Games,62.63376864637596,4,1,32.32
36,1,2,6,0.67,Electronics,37.44326761724502,1,0,33.6
27,0,3,6,0.05,"Clothing,Shoes & Jewelry",87.69016927178606,4,1,39.3
23,0,2,3,0.29,"Clothing,Shoes & Jewelry",187.18051203801517,0,1,46.3
24,3,3,5,0.67,Beauty & Personal Care,140.79235390409534,0,0,43.46
23,2,5,6,0.19,"Clothing,Shoes & Jewelry",102.67027441117452,2,2,43.15
22,1,6,4,0.67,Beauty & Personal Care,215.63796438887715,1,0,63.22
30,1,4,5,0.68,Home & Kitchen,48.46494953353528,1,1,37.41
29,1,3,8,0.03,Home & Kitchen,0.13969241999804952,2,1,27.1
20,1,2,3,0.6,"Clothing,Shoes & Jewelry",297.08056777128354,3,0,61.34
25,0,2,3,0.36,"Clothing,Shoes & Jewelry",286.4851259188547,3,0,63.88
25,0,1,3,0.49,Toys & Games,95.39782416884673,2,0,31.88
30,0,3,2,0.07,"Clothing,Shoes & Jewelry",22.422000892985995,0,1,29.89
22,0,2,9,0.27,Beauty & Personal Care,194.28867593052598,1,2,48.81
25,0,1,5,0.49,Electronics,221.15728793926567,3,0,51.14
17,1,1,9,0.49,Beauty & Personal Care,124.71299732631746,1,1,31.11
26,1,3,8,0.69,Beauty & Personal Care,247.25134776710092,0,1,61.72
31,1,1,12,0.67,"Clothing,Shoes & Jewelry",7.702443095400419,0,3,22.4
24,0,5,2,0.43,"Health, Household & Baby Care",43.265065254761176,0,2,35.11
27,1,4,4,0.26,Home & Kitchen,44.36741057919683,0,2,34.35
14,1,1,6,0.72,"Health, Household & Baby Care",43.436689266991436,1,0,15.46
30,1,4,3,0.12,"Clothing,Shoes & Jewelry",410.9960405802831,0,1,90.88
24,0,3,10,0.74,Beauty & Personal Care,87.93602814632375,3,1,37.99
23,0,6,7,0.26,Beauty & Personal Care,88.06658224306932,0,3,45.3
23,1,2,3,0.49,"Clothing,Shoes & Jewelry",15.374794644685963,0,1,20.17
27,0,4,6,0.47,"Clothing,Shoes & Jewelry",460.05759515464956,0,1,96.23
25,0,4,14,0.13,Beauty & Personal Care,51.29622625038098,2,2,36.18
22,0,5,4,0.31,Home & Kitchen,166.49248330427784,4,0,53.71
22,0,3,8,0.57,"Clothing,Shoes & Jewelry",4.064496011725816,1,0,21.38
20,0,3,8,0.55,Toys & Games,313.20996516581687,2,1,67.0
26,0,1,7,0.02,Beauty & Personal Care,90.42177071084456,0,1,32.68
28,0,2,3,0.37,Beauty & Personal Care,76.19688535335007,0,3,35.18
18,1,4,3,0.45,Toys & Games,15.995941697555253,0,2,22.83
28,0,6,2,0.49,Beauty & Personal Care,31.18088596290443,2,2,41.13
31,0,5,4,0.53,Toys & Games,89.18755958074422,1,2,47.3
30,0,3,7,0.27,Beauty & Personal Care,22.713153133840176,1,1,31.9
24,1,6,9,0.54,Beauty & Personal Care,45.507302344506414,0,2,39.17
26,1,0,7,0.49,Beauty & Personal Care,101.58903800149595,2,2,0.0
26,0,1,9,0.42,Home & Kitchen,44.18458059910806,0,2,24.9
24,0,1,5,0.65,"Clothing,Shoes & Jewelry",127.18304269165488,1,0,35.28
21,0,3,6,0.38,"Clothing,Shoes & Jewelry",50.46830130027301,1,1,27.76
26,0,2,2,0.27,Toys & Games,269.45289560309635,1,1,61.48
27,0,3,7,0.7,"Clothing,Shoes & Jewelry",20.999019186594754,0,1,27.31
33,0,2,5,0.15,Toys & Games,125.98785097848054,2,0,45.6
32,0,3,8,0.57,Beauty & Personal Care,2.708152794455138,0,2,30.02
23,0,4,5,0.22,"Health, Household & Baby Care",56.20637484105783,1,1,33.71
20,0,4,2,0.09,Home & Kitchen,23.891048980045426,2,0,26.95
35,0,2,5,0.47,Home & Kitchen,119.6819063591854,0,1,45.75
20,1,2,10,0.67,"Health, Household & Baby Care",67.91642916262889,0,2,26.56
26,0,2,4,0.58,"Clothing,Shoes & Jewelry",154.69303951137056,0,0,43.46
23,2,2,7,0.45,Toys & Games,24.749310034247433,2,2,22.55
22,1,5,3,0.29,Home & Kitchen,103.47754341170136,2,2,43.35
30,1,5,13,0.48,Home & Kitchen,115.84646258278791,0,1,50.25
16,0,5,8,0.69,Beauty & Personal Care,122.00794190560549,2,0,42.48
25,1,2,3,0.09,Home & Kitchen,228.48846857832618,0,2,54.51
25,0,4,5,0.48,"Health, Household & Baby Care",35.49316470637256,1,1,32.03
27,0,2,8,0.47,Beauty & Personal Care,45.86720348333956,1,1,30.08
27,1,4,5,0.39,Beauty & Personal Care,386.4702448250005,1,1,86.85
25,0,5,7,0.45,Beauty & Personal Care,13.494008518897685,1,2,32.86
27,0,6,8,0.44,Home & Kitchen,206.10096276179718,2,2,65.82
21,0,7,4,0.49,Home & Kitchen,41.6604633303353,2,1,39.43
27,1,1,5,0.3,Toys & Games,12.080440255199122,0,1,19.91
27,0,2,7,0.66,"Clothing,Shoes & Jewelry",270.7936064032282,1,0,62.09
28,0,4,6,0.04,Toys & Games,194.13333150598652,0,1,57.37
27,3,8,7,0.07,Home & Kitchen,34.08917727074266,1,3,44.92
30,0,0,8,0.37,"Clothing,Shoes & Jewelry",35.814263829103524,2,1,0.0
23,0,4,6,0.34,"Clothing,Shoes & Jewelry",4.93352522461298,0,1,25.0
24,1,5,4,0.51,Home & Kitchen,194.51803665334086,3,2,58.9
30,0,4,5,0.34,"Health, Household & Baby Care",5.755640390253626,1,1,31.36
29,1,6,8,0.03,Toys & Games,25.31883608173167,3,1,39.88
33,2,2,7,0.63,Beauty & Personal Care,236.08351773501943,1,2,62.6
28,0,1,3,0.49,Toys & Games,119.18835931805465,1,0,37.24
22,0,3,6,0.35,Sports & outdoors,17.82195959086654,5,1,25.92
30,2,2,12,0.1,"Clothing,Shoes & Jewelry",99.02778051436584,0,2,38.07
12,1,4,6,0.27,Toys & Games,17.598086739645126,2,0,19.27
28,0,2,7,0.3,Beauty & Personal Care,0.0944465162046036,1,0,23.85
28,1,6,8,0.16,Beauty & Personal Care,29.547548937452362,2,0,40.47
31,0,4,4,0.0,Beauty & Personal Care,53.65697771957091,4,2,41.83
20,0,1,10,0.09,"Clothing,Shoes & Jewelry",116.42409659377242,1,1,31.05
24,0,1,6,0.34,"Clothing,Shoes & Jewelry",148.6296735736564,1,0,38.6
29,1,1,7,0.72,"Health, Household & Baby Care",257.4674043961155,2,1,59.43
18,1,1,9,0.58,Beauty & Personal Care,149.64549305335743,1,1,35.58
29,1,4,6,0.44,Beauty & Personal Care,187.0102634651048,0,2,58.13
23,0,5,7,0.11,Toys & Games,39.81612849691232,0,0,33.31
30,0,2,3,0.26,Beauty & Personal Care,94.65603657023371,3,2,40.68
21,0,2,2,0.41,"Clothing,Shoes & Jewelry",157.394001437991,1,0,40.58
29,1,1,9,0.07,Toys & Games,130.5947781274052,0,0,39.17
19,1,2,6,0.46,"Health, Household & Baby Care",258.21353987742924,0,2,54.36
23,1,6,6,0.29,Beauty & Personal Care,74.3949277394156,0,0,42.48
21,0,5,5,0.59,Toys & Games,28.017534919552645,2,1,30.92
13,0,2,8,0.7,Beauty & Personal Care,44.8129725398908,0,2,19.05
24,1,2,7,0.62,Pet Supplies,154.38668479149874,0,2,42.56
21,1,3,7,0.52,Sports & outdoors,120.02987353096204,0,2,38.07
21,0,3,9,0.16,Toys & Games,116.08870379616387,1,1,37.87
32,1,1,5,0.19,Home & Kitchen,48.85039711675572,2,0,30.41
20,0,3,4,0.09,Beauty & Personal Care,263.28203164378067,2,2,61.09
30,0,2,9,0.42,"Clothing,Shoes & Jewelry",37.28371984110558,0,0,28.97
18,0,7,5,0.43,"Clothing,Shoes & Jewelry",351.8692714872139,1,0,82.54
22,0,1,5,0.63,Home & Kitchen,35.83364970629358,2,1,21.28
24,1,5,9,0.64,"Clothing,Shoes & Jewelry",0.07353427245684577,0,2,27.82
19,1,3,8,0.28,"Clothing,Shoes & Jewelry",26.17720249374361,2,2,22.98
25,0,1,4,0.65,Toys & Games,390.02576266049704,1,0,75.59
33,0,3,2,0.23,Home & Kitchen,53.12453277636806,0,0,37.15
26,0,1,8,0.26,Home & Kitchen,16.615678615195645,1,0,20.95
26,0,4,8,0.33,"Health, Household & Baby Care",66.45115511134118,1,0,37.36
19,0,2,6,0.49,Beauty & Personal Care,97.11398717658322,1,0,31.58
23,0,1,6,0.05,Beauty & Personal Care,4.463766308273951,2,2,18.56
14,1,2,7,0.06,Toys & Games,71.37180514931107,1,0,22.46
31,0,7,4,0.12,Home & Kitchen,110.19189069155817,0,3,56.72
24,1,3,5,0.68,Home & Kitchen,57.289395248121686,1,1,31.23
24,1,3,4,0.26,Home & Kitchen,17.35529962126554,2,1,25.8
21,1,6,8,0.01,Toys & Games,58.55235576078248,0,1,37.52
20,1,5,7,0.4,Beauty & Personal Care,91.0426612175788,1,0,40.16
24,1,4,5,0.31,Beauty & Personal Care,113.52327867771568,0,2,43.38
12,0,2,5,0.04,"Clothing,Shoes & Jewelry",105.91628744269694,1,2,26.57
29,1,1,12,0.26,Toys & Games,102.28351711534951,1,0,35.36
17,0,2,7,0.68,Toys & Games,36.273123590770076,4,1,21.06
31,1,3,5,0.44,Beauty & Personal Care,81.49973630530823,0,2,40.79
13,0,3,7,0.68,"Clothing,Shoes & Jewelry",35.52157121056948,2,0,19.75
25,0,3,5,0.29,Beauty & Personal Care,195.01567633724403,0,1,53.51
21,0,2,6,0.05,"Clothing,Shoes & Jewelry",52.9747955709027,0,0,24.64
20,0,1,3,0.71,Toys & Games,56.44066860518504,1,0,21.77
18,0,3,3,0.33,"Clothing,Shoes & Jewelry",83.06491651740723,3,1,31.27
16,0,4,6,0.31,Beauty & Personal Care,91.6231588382954,1,0,34.56
25,0,2,5,0.13,"Clothing,Shoes & Jewelry",169.39786782606055,2,0,45.96
26,1,5,6,0.22,Beauty & Personal Care,57.897976282405075,0,1,39.43
34,1,5,5,0.53,"Clothing,Shoes & Jewelry",99.04336319316008,3,2,51.49
23,0,3,4,0.53,"Clothing,Shoes & Jewelry",82.69570974319171,0,2,33.72
26,0,3,7,0.26,Beauty & Personal Care,68.0168684178542,3,0,36.45
26,0,1,6,0.58,"Health, Household & Baby Care",17.427013242722676,0,0,20.45
21,1,3,5,0.71,Beauty & Personal Care,121.33180589087166,0,1,39.03
18,0,1,2,0.74,"Health, Household & Baby Care",205.19578132198882,1,0,42.96
27,0,4,9,0.27,Beauty & Personal Care,40.91661242920039,0,1,34.96
25,1,3,2,0.53,"Health, Household & Baby Care",58.69256387401941,1,1,32.15
24,0,1,4,0.21,Beauty & Personal Care,13.485752612547646,1,0,19.84
21,1,2,4,0.17,Beauty & Personal Care,102.12274962723991,1,2,33.9
29,0,1,6,0.33,Toys & Games,39.507733323298396,1,0,26.13
20,1,7,9,0.46,Home & Kitchen,128.83666898451935,1,0,50.94
30,1,1,4,0.56,Electronics,46.977209862405914,0,3,27.53
30,2,6,6,0.07,Home & Kitchen,9.036531694347525,2,1,37.84
28,1,1,3,0.5,"Clothing,Shoes & Jewelry",21.99278242839474,1,0,22.21
29,0,4,10,0.56,Beauty & Personal Care,94.74472771838934,1,0,44.76
23,0,3,9,0.01,Home & Kitchen,84.09072759993936,1,1,35.06
20,0,5,7,0.52,Toys & Games,593.055381007986,3,0,115.27
20,1,4,6,0.34,"Clothing,Shoes & Jewelry",145.86106629032864,1,3,44.33
12,0,4,7,0.66,Beauty & Personal Care,28.607212437189283,0,1,21.72
22,0,0,6,0.55,Toys & Games,72.92801123007003,1,0,0.0
34,0,1,6,0.01,Electronics,2.806979046449212,2,2,25.15
22,1,2,4,0.12,Beauty & Personal Care,44.467904199917896,0,2,25.56
27,0,4,7,0.57,Electronics,9.366090917911654,1,0,28.98
21,0,3,7,0.67,Home & Kitchen,4.594157311423597,1,1,21.41
34,0,2,5,0.09,Toys & Games,13.67716616068855,0,0,28.62
18,0,5,6,0.6,Toys & Games,64.81522217854592,0,0,33.15
24,0,1,8,0.13,Beauty & Personal Care,8.944035370851052,1,2,19.54
28,0,1,7,0.36,Toys & Games,51.89560488067168,1,2,27.55
22,0,3,4,0.71,Toys & Games,1.5420722009974874,0,1,20.75
30,2,0,7,0.43,Beauty & Personal Care,47.59158106562787,1,0,0.0
30,0,0,4,0.43,Home & Kitchen,357.1554785503958,2,1,0.0
32,0,7,10,0.42,Home & Kitchen,89.18017251921636,1,3,54.77
24,0,5,9,0.12,Toys & Games,173.92718568474075,1,2,54.96
23,0,4,5,0.11,"Clothing,Shoes & Jewelry",77.76212037358371,1,2,36.57
16,1,6,8,0.72,Beauty & Personal Care,119.99395414867973,3,2,45.62
31,0,5,3,0.4,"Clothing,Shoes & Jewelry",85.25138063170405,0,0,45.83
24,1,3,10,0.51,"Clothing,Shoes & Jewelry",40.248957803289244,0,1,27.75
22,0,1,3,0.28,Home & Kitchen,76.74872334332728,3,0,27.79
